date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:24:48	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2021%20Feb%202026%2012:24:48%20GMT	http://localhost:8080/?p=1286	httrack/localhost_8080/index4488.html	(from http://localhost:8080/vehicle-classifieds/)
09:24:49	2182/2182	---M--	200	added ('OK')	application/json	date:Sat,%2021%20Feb%202026%2012:24:49%20GMT	http://localhost:8080/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Finformational-system%2F	httrack/localhost_8080/wp-json/oembed/1.0/embed8537.json	(from http://localhost:8080/informational-system/)
09:24:50	2334/2334	---M-Z	200	added ('OK')	text/xml	date:Sat,%2021%20Feb%202026%2012:24:50%20GMT	http://localhost:8080/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Finformational-system%2F&format=xml	httrack/localhost_8080/wp-json/oembed/1.0/embed3885	(from http://localhost:8080/informational-system/)
09:24:50	753/753	---M-Z	200	added ('OK')	application/rss+xml	etag:%22587cca3fcc3393401faba151b78b8f00-gzip%22	http://localhost:8080/informational-system/feed/	httrack/localhost_8080/informational-system/feed/index.html	(from http://localhost:8080/informational-system/)
09:24:51	77/77	---M-Z	200	added ('OK')	text/css	etag:%224d-64b5499eeea9c-gzip%22	http://localhost:8080/wp-content/uploads/elementor/css/post-1384.css?ver=1771676592	httrack/localhost_8080/wp-content/uploads/elementor/css/post-13845dd6.css	(from http://localhost:8080/informational-system/)
09:24:52	6479/6479	---M--	200	added ('OK')	application/json	date:Sat,%2021%20Feb%202026%2012:24:52%20GMT	http://localhost:8080/wp-json/wp/v2/posts/1384	httrack/localhost_8080/wp-json/wp/v2/posts/1384.json	(from http://localhost:8080/informational-system/)
09:24:53	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2021%20Feb%202026%2012:24:53%20GMT	http://localhost:8080/?p=1384	httrack/localhost_8080/indexe23a.html	(from http://localhost:8080/informational-system/)
09:24:53	2142/2142	---M--	200	added ('OK')	application/json	date:Sat,%2021%20Feb%202026%2012:24:53%20GMT	http://localhost:8080/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Flanding-page%2F	httrack/localhost_8080/wp-json/oembed/1.0/embed3e7d.json	(from http://localhost:8080/landing-page/)
09:24:54	2294/2294	---M-Z	200	added ('OK')	text/xml	date:Sat,%2021%20Feb%202026%2012:24:54%20GMT	http://localhost:8080/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Flanding-page%2F&format=xml	httrack/localhost_8080/wp-json/oembed/1.0/embedfe01	(from http://localhost:8080/landing-page/)
09:24:54	729/729	---M-Z	200	added ('OK')	application/rss+xml	etag:%22587cca3fcc3393401faba151b78b8f00-gzip%22	http://localhost:8080/landing-page/feed/	httrack/localhost_8080/landing-page/feed/index.html	(from http://localhost:8080/landing-page/)
09:24:55	119358/119358	---M-Z	200	added ('OK')	text/css	etag:%221d23e-6498f584f31c0-gzip%22	http://localhost:8080/wp-includes/css/dist/block-library/style.min.css?ver=6.9.1	httrack/localhost_8080/wp-includes/css/dist/block-library/style.min4d80.css	(from http://localhost:8080/landing-page/)
09:24:56	154/154	---M-Z	200	added ('OK')	text/css	etag:%229a-64b5499ef2727-gzip%22	http://localhost:8080/wp-content/uploads/elementor/css/post-1382.css?ver=1771676592	httrack/localhost_8080/wp-content/uploads/elementor/css/post-13825dd6.css	(from http://localhost:8080/landing-page/)
09:24:57	5764/5764	---M--	200	added ('OK')	application/json	date:Sat,%2021%20Feb%202026%2012:24:57%20GMT	http://localhost:8080/wp-json/wp/v2/posts/1382	httrack/localhost_8080/wp-json/wp/v2/posts/1382.json	(from http://localhost:8080/landing-page/)
09:24:58	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2021%20Feb%202026%2012:24:58%20GMT	http://localhost:8080/?p=1382	httrack/localhost_8080/index68e8.html	(from http://localhost:8080/landing-page/)
09:24:58	2152/2152	---M--	200	added ('OK')	application/json	date:Sat,%2021%20Feb%202026%2012:24:58%20GMT	http://localhost:8080/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Fprivacy-policy%2F	httrack/localhost_8080/wp-json/oembed/1.0/embed6fcc.json	(from http://localhost:8080/privacy-policy/)
09:24:59	2304/2304	---M-Z	200	added ('OK')	text/xml	date:Sat,%2021%20Feb%202026%2012:24:59%20GMT	http://localhost:8080/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Fprivacy-policy%2F&format=xml	httrack/localhost_8080/wp-json/oembed/1.0/embed9011	(from http://localhost:8080/privacy-policy/)
09:24:59	719/719	---M-Z	200	added ('OK')	application/rss+xml	etag:%22587cca3fcc3393401faba151b78b8f00-gzip%22	http://localhost:8080/privacy-policy/feed/	httrack/localhost_8080/privacy-policy/feed/index.html	(from http://localhost:8080/privacy-policy/)
09:25:00	322/322	---M-Z	200	added ('OK')	text/css	etag:%22142-64b548e1db7d0-gzip%22	http://localhost:8080/wp-content/uploads/elementor/css/post-3.css?ver=1771676393	httrack/localhost_8080/wp-content/uploads/elementor/css/post-386a2.css	(from http://localhost:8080/privacy-policy/)
09:25:01	7837/7837	---M--	200	added ('OK')	application/json	date:Sat,%2021%20Feb%202026%2012:25:01%20GMT	http://localhost:8080/wp-json/wp/v2/pages/3	httrack/localhost_8080/wp-json/wp/v2/pages/3.json	(from http://localhost:8080/privacy-policy/)
09:25:02	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2021%20Feb%202026%2012:25:02%20GMT	http://localhost:8080/?p=3	httrack/localhost_8080/index2207.html	(from http://localhost:8080/privacy-policy/)
09:25:02	2107/2107	---M--	200	added ('OK')	application/json	date:Sat,%2021%20Feb%202026%2012:25:02%20GMT	http://localhost:8080/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Fterms%2F	httrack/localhost_8080/wp-json/oembed/1.0/embed13a2.json	(from http://localhost:8080/terms/)
09:25:03	2259/2259	---M-Z	200	added ('OK')	text/xml	date:Sat,%2021%20Feb%202026%2012:25:03%20GMT	http://localhost:8080/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Fterms%2F&format=xml	httrack/localhost_8080/wp-json/oembed/1.0/embedae9d	(from http://localhost:8080/terms/)
09:25:04	155/155	---M-Z	200	added ('OK')	text/css	etag:%229b-64b549c327d7d-gzip%22	http://localhost:8080/wp-content/uploads/elementor/css/post-1450.css?ver=1771676630	httrack/localhost_8080/wp-content/uploads/elementor/css/post-1450d76c.css	(from http://localhost:8080/terms/)
09:25:05	9057/9057	---MC-	200	added ('OK')	application/json	date:Sat,%2021%20Feb%202026%2012:25:05%20GMT	http://localhost:8080/wp-json/wp/v2/pages/1450	httrack/localhost_8080/wp-json/wp/v2/pages/1450.json	(from http://localhost:8080/terms/)
09:25:06	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2021%20Feb%202026%2012:25:06%20GMT	http://localhost:8080/?p=1450	httrack/localhost_8080/index8569.html	(from http://localhost:8080/terms/)
